63014 48103
29678 40433
29678 14036
62389 48103
37806 48103
29678 26128
44088 48103
29678 44287
29678 19929
29678 42728
29678 45882
57208 48103
36654 48103
66330 48103
29678 29529
29678 29096
29678 39014
56110 48103
29678 14831
30341 48103
29678 4071
70816 48103
29678 26354
54893 48103
29678 31829
29678 20055
29678 9366
71941 48103
40923 48103
38597 48103
29678 43367
33060 48103
29678 34056
47689 48103
29678 25188
58153 48103
29678 37759
29678 31882
52135 48103
34777 48103
46995 48103
29678 4430
29678 34251
40326 48103
29678 3916
39662 48103
29678 8715
29678 7764
42061 48103
29678 1976
29678 40857
62801 48103
41047 48103
56196 48103
69362 48103
32771 48103
31163 48103
66776 48103
29678 744
29678 16507
52372 48103
45390 48103
29678 4939
29678 29423
40591 48103
29678 13590
29678 36186
29678 19854
53675 48103
29678 20101
72034 48103
41674 48103
29678 44525
29678 8374
54997 48103
64178 48103
29678 39376
38920 48103
41569 48103
33064 48103
29678 21232
29678 38450
29678 38821
29678 26895
38503 48103
35804 48103
69402 48103
29678 35858
64342 48103
29678 30144
40819 48103
37939 48103
45405 48103
29678 46652
29678 10941
29678 39027
69990 48103
57974 48103
62978 48103
57378 48103
49979 48103
45456 48103
38645 48103
29678 22531
31445 48103
29678 2103
29678 4402
29678 15457
52934 48103
70996 48103
50907 48103
29678 3620
55388 48103
41750 48103
45334 48103
46368 48103
29678 13871
40928 48103
29678 17948
29678 32994
39161 48103
48671 48103
29678 36244
66254 48103
29678 36559
42088 48103
48937 48103
36136 48103
29678 29607
29678 44622
29678 35834
29678 3315
68845 48103
29678 26692
68295 48103
40361 48103
65470 48103
29678 15668
29678 31831
29678 30768
29678 24061
44620 48103
29678 34196
29678 23646
55638 48103
29678 25487
29678 13577
29678 45475
43375 48103
29678 20010
52048 48103
29678 37026
29678 40992
34219 48103
35155 48103
50479 48103
41289 48103
57807 48103
29678 10395
29678 38798
42866 48103
59937 48103
29678 5473
66041 48103
63714 48103
35165 48103
29678 28745
29678 33103
35358 48103
34577 48103
29678 13413
29678 33765
70891 48103
48172 48103
29678 5816
71702 48103
29678 5729
29678 28161
29678 17576
29678 20124
57898 48103
39949 48103
49429 48103
40421 48103
29678 37851
29678 31178
37873 48103
71725 48103
29678 30190
29678 15272
49219 48103
