69 47
28 44
24 76
50 15
86 70
3 78
96 87
14 1
74 9
26 54
1 29
65 34
56 22
59 20
5 77
73 55
20 75
89 64
16 70
46 90
28 41
98 87
53 68
15 98
39 95
17 47
80 40
63 5
34 9
99 81
89 15
50 81
87 72
33 96
37 14
70 85
90 17
48 0
68 50
47 91
37 25
64 5
10 51
51 87
31 92
8 91
38 25
0 19
28 76
10 49
28 96
52 92
33 28
22 86
82 53
67 85
97 70
7 88
92 86
16 43
26 89
91 99
41 80
80 54
16 65
50 61
42 28
65 39
55 46
99 9
70 82
59 6
18 42
26 43
11 49
36 78
18 49
88 26
98 10
39 20
32 57
16 61
14 26
89 9
25 81
47 90
39 1
41 79
91 19
40 20
91 63
94 16
78 66
16 74
59 36
20 18
11 50
28 46
39 5
82 21
25 19
61 9
25 5
88 60
11 94
32 49
98 28
58 13
17 87
3 77
4 3
21 98
21 83
9 6
90 61
27 87
10 24
7 98
13 69
5 62
76 35
75 65
5 61
74 8
81 13
62 6
40 90
88 46
2 53
37 21
4 13
60 90
47 76
0 37
69 80
26 72
44 27
5 76
26 47
49 71
29 46
76 98
58 39
82 37
68 88
89 73
37 27
23 12
42 27
42 1
82 1
14 40
90 56
5 35
89 76
52 88
45 94
81 11
79 92
82 31
95 22
69 96
10 73
30 34
33 6
48 8
6 94
37 70
95 76
13 60
67 17
76 39
86 44
87 20
86 15
80 66
80 45
16 51
53 57
18 86
61 2
72 86
8 21
35 2
76 42
91 24
91 68
4 76
91 29
97 98
62 26
71 15
82 0
11 60
81 99
77 99
81 75
34 81
51 44
86 18
41 78
55 14
25 27
58 62
94 11
74 17
77 47
94 79
85 69
81 91
72 85
39 26
39 17
56 40
21 38
48 13
10 46
26 23
58 97
27 26
14 80
57 3
10 6
65 44
69 45
33 18
48 63
68 99
54 8
25 18
34 56
24 94
81 0
33 72
55 54
84 61
63 37
34 19
49 8
40 73
88 63
94 39
0 38
10 2
19 2
0 13
46 68
94 15
85 27
3 73
65 49
66 20
22 98
27 73
83 19
93 19
7 94
64 61
57 88
84 63
38 65
72 62
78 12
17 54
2 31
74 68
30 9
47 63
63 91
42 25
70 22
76 55
2 58
32 21
79 35
89 72
68 81
54 91
28 39
99 71
51 13
3 14
31 74
97 21
92 39
61 7
30 81
96 83
34 20
6 75
43 56
62 1
95 79
66 87
85 55
4 98
65 35
67 53
75 39
40 24
42 89
0 80
60 2
96 14
20 98
51 64
21 13
92 84
14 98
37 24
32 50
87 65
87 10
96 15
48 60
99 44
31 34
39 62
86 66
78 4
39 92
37 8
9 1
37 97
1 47
10 61
0 95
49 12
52 1
28 71
75 96
20 19
73 20
77 42
36 66
84 45
36 79
45 99
78 15
60 44
56 44
18 76
32 96
98 39
14 60
91 15
11 24
97 15
75 36
45 92
89 52
28 94
64 8
15 39
13 10
24 18
51 9
63 4
48 81
12 12
15 79
12 63
43 10
67 4
95 11
40 17
99 83
19 45
26 10
89 12
90 64
14 0
69 14
98 86
58 1
27 77
33 13
46 1
84 23
87 17
1 78
29 66
31 47
49 39
62 36
68 44
48 24
15 27
58 14
25 94
0 52
82 43
41 19
37 71
99 82
61 39
25 82
17 42
16 67
80 51
13 99
44 96
84 75
39 96
57 92
69 58
79 78
94 94
9 18
22 99
13 52
30 72
54 9
59 89
21 46
4 52
18 93
2 64
1 64
53 5
44 22
17 55
83 24
20 40
29 84
60 13
86 31
73 43
80 13
31 73
88 25
78 43
76 67
48 80
24 49
23 84
77 54
8 63
22 20
46 91
42 40
20 83
70 46
71 52
32 71
30 11
85 70
56 63
34 57
58 32
41 28
18 43
41 24
84 29
81 76
12 59
95 19
18 2
23 76
93 23
27 39
85 17
33 21
40 14
98 11
89 78
24 27
55 66
68 82
8 6
25 16
64 84
26 35
33 81
58 4
83 25
83 60
19 93
63 11
77 15
66 93
31 67
54 59
96 70
47 11
80 93
29 34
41 93
1 22
82 20
78 93
59 39
26 96
59 90
14 76
57 89
25 37
5 34
66 44
87 28
26 26
26 6
95 23
67 93
66 55
87 13
69 59
18 54
79 40
44 99
18 87
7 17
88 44
59 40
73 18
27 53
69 61
66 57
4 16
45 22
31 44
9 14
65 18
79 50
97 81
45 13
26 97
54 47
5 72
57 38
80 52
2 43
34 40
25 4
69 30
48 7
97 14
8 90
95 43
8 85
0 34
79 12
38 97
97 85
92 0
66 36
73 51
78 48
65 21
29 82
90 73
90 26
79 64
82 18
79 71
88 12
92 17
1 17
97 97
27 70
49 7
34 42
0 17
92 55
31 18
51 12
43 97
83 33
65 54
39 99
66 88
86 13
92 98
95 20
35 4
38 79
44 97
58 95
43 96
43 54
62 30
96 79
28 20
9 74
14 43
11 46
97 95
27 36
48 61
65 96
24 46
82 66
11 75
67 35
97 78
43 5
63 99
26 77
59 16
9 80
82 52
15 78
50 13
40 0
28 45
82 46
67 18
57 74
17 41
24 98
24 52
65 94
60 34
70 18
7 11
82 32
57 37
74 94
9 84
27 79
81 66
59 37
44 52
26 24
29 98
27 63
5 15
24 84
55 13
78 74
68 87
94 80
45 27
56 1
92 1
70 61
98 21
30 2
49 85
70 45
61 40
62 39
64 54
37 40
44 56
84 59
68 80
10 47
53 25
80 37
48 71
7 91
72 89
25 11
48 10
79 55
85 49
39 78
58 35
23 85
70 47
34 77
96 82
55 5
85 99
19 62
93 70
98 72
53 55
84 56
44 36
5 59
62 38
95 75
32 75
74 20
68 59
69 92
52 63
78 0
72 56
56 61
93 71
71 90
26 1
26 50
70 12
5 58
6 12
41 81
89 0
73 77
36 12
65 79
83 95
31 19
80 3
15 38
8 57
84 46
36 82
88 14
47 36
79 91
45 85
5 80
20 96
32 92
8 83
66 2
9 17
42 82
14 50
83 99
36 76
45 78
48 78
17 2
90 60
19 25
67 45
18 48
78 71
55 88
36 84
2 59
24 74
3 98
1 28
65 33
92 13
11 3
43 49
70 21
23 97
32 5
44 51
93 14
71 51
38 26
56 18
32 11
33 97
7 34
72 17
71 85
9 96
6 14
26 75
62 92
56 41
51 10
71 48
80 48
1 95
69 64
13 49
47 24
9 97
73 57
75 57
47 80
30 96
79 45
63 43
66 33
84 97
75 49
33 95
13 88
69 43
24 89
2 81
14 27
22 24
55 67
51 86
1 45
86 63
7 63
65 48
79 44
75 71
29 74
15 74
34 13
52 59
8 86
50 62
59 97
26 84
57 12
86 95
48 87
26 41
85 47
